Date,Envelope,Account,Name,Notes,"Check #",Amount,Status,Details
10/04/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
08/04/2022,Cumparaturi,"My Account",Profi,,,-27.12,,
08/04/2022,"Cumpărături neesențiale","My Account",Wild,,,-102.03,,
05/04/2022,Donatii,"My Account",De-clic,,,-100.00,,
05/04/2022,"Cumpărături neesențiale","My Account","Old Mill",,,-37.60,,
04/04/2022,"Cumpărături neesențiale","My Account","Old Mill",,,-37.60,,
02/04/2022,Cumparaturi,"My Account",Kaufland,,,-59.34,,
01/04/2022,"Cumpărături neesențiale","My Account",Deniro,,,-362.00,,
30/03/2022,Cumparaturi,"My Account",Profi,,,-41.93,,
28/03/2022,Taxi,"My Account","Taxi Napoca",,,-15.00,,
28/03/2022,Taxi,"My Account",CFR,,,-45.00,,
28/03/2022,Medical,"My Account","Farmacia Observatorului",,,-5.00,,
28/03/2022,Medical,"My Account",Psihomedica,,,-255.00,,
28/03/2022,Medical,"My Account","Farmacia Infofarm Profi",,,-127.54,,
28/03/2022,"Cumpărături neesențiale","My Account",Panemar,,,-21.00,,
28/03/2022,Cumparaturi,"My Account","Magazin Condimente",,,-70.00,,
28/03/2022,Medical,"My Account",DermaElite,,,-200.00,,
28/03/2022,"Cumpărături neesențiale","My Account","Interregio Calatori",,,-21.00,,
27/03/2022,Cumparaturi,"My Account",Profi,,,-11.97,,
27/03/2022,Cumparaturi,"My Account",Lidl,,,-37.55,,
27/03/2022,Cumparaturi,"My Account",Kaufland,,,-123.86,,
23/03/2022,Utilitati,"My Account","Asociatia Locatari Aluminei 68",,,-604.00,,
23/03/2022,Utilitati,"My Account","Asociatia Locatari Aluminei 68",,,-510.00,,
23/03/2022,Cumparaturi,"My Account",Auchan,,,-147.13,,
23/03/2022,Cumparaturi,"My Account",Kaufland,,,-9.47,,
21/03/2022,Cumparaturi,"My Account",Profi,,,-48.34,,
20/03/2022,Cumparaturi,"My Account",Kaufland,,,-94.86,,
20/03/2022,Donatii,"My Account",LOGS,,,-300.00,,
19/03/2022,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
19/03/2022,Donatii,"My Account",Recorder,,,-125.83,,
18/03/2022,"Cumpărături neesențiale","My Account",Steam,,,-201.20,,
16/03/2022,"Cumpărături neesențiale","My Account",Tazz,,,-52.00,,
14/03/2022,Cumparaturi,"My Account",Profi,,,-36.77,,
13/03/2022,Chirie,,"Envelope Transfer",,,"-2,500.00",,
13/03/2022,Medical,,"Envelope Transfer",,,"2,500.00",,
13/03/2022,Chirie,,"Envelope Transfer",,,"-3,000.00",,
13/03/2022,"Asigurare viata",,"Envelope Transfer",,,"3,000.00",,
13/03/2022,Chirie,,"Envelope Transfer",,,"-12,000.00",,
13/03/2022,"Cumpărături neesențiale",,"Envelope Transfer",,,"12,000.00",,
13/03/2022,"Impozit pe venit",,"Envelope Transfer",,,"-8,500.00",,
13/03/2022,Medical,,"Envelope Transfer",,,"8,500.00",,
13/03/2022,Utilitati,"My Account",DIGI,,,-9.90,,
12/03/2022,Cumparaturi,"My Account",Kaufland,,,-41.39,,
12/03/2022,Cumparaturi,"My Account",Zooplus,,,-225.80,,
12/03/2022,Cumparaturi,"My Account",Profi,,,-48.17,,
12/03/2022,"Cumpărături neesențiale","My Account",Papamigdal,,,-150.00,,
10/03/2022,Cumparaturi,"My Account",Profi,,,-50.96,,
10/03/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/03/2022,"Cumpărături neesențiale","My Account",Altex,,,-369.90,,
09/03/2022,"Cumpărături neesențiale","My Account",EMAG,,,-166.01,,
07/03/2022,Cumparaturi,"My Account",Profi,,,-91.36,,
06/03/2022,Cumparaturi,"My Account",Kaufland,,,-122.76,,
05/03/2022,Donatii,"My Account",De-clic,,,-100.00,,
04/03/2022,Cumparaturi,"My Account",Profi,,,-85.93,,
26/02/2022,Cumparaturi,"My Account",Kaufland,,,-95.70,,
23/02/2022,"Cumpărături neesențiale","My Account",NordVPN,,,-369.38,,
22/02/2022,"Cumpărături neesențiale","My Account","Starea Nației",,,-295.00,,
21/02/2022,Cumparaturi,"My Account",Kaufland,,,-153.58,,
21/02/2022,Cumparaturi,"My Account","Mega Image",,,-105.91,,
20/02/2022,Donatii,"My Account",LOGS,,,-300.00,,
19/02/2022,Cumparaturi,"My Account",Profi,,,-39.87,,
19/02/2022,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
19/02/2022,Donatii,"My Account",Recorder,,,-124.41,,
19/02/2022,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
19/02/2022,Donatii,"My Account",Recorder,,,-124.21,,
18/02/2022,"Cumpărături neesențiale","My Account",Tazz,,,-51.99,,
17/02/2022,Cumparaturi,"My Account",Profi,,,-46.25,,
16/02/2022,Donatii,"My Account","Ioana Chichernea",,,"4,500.00",,
16/02/2022,Cumparaturi,"My Account",Zooplus,,,-316.80,,
15/02/2022,Cumparaturi,"My Account",Lidl,,,-15.80,,
15/02/2022,Cumparaturi,"My Account",Kaufland,,,-134.71,,
15/02/2022,"Cumpărături neesențiale","My Account",EMAG,,,-86.00,,
15/02/2022,"Cumpărături neesențiale","My Account",Tazz,,,-41.49,,
12/02/2022,Cumparaturi,"My Account",Profi,,,-35.63,,
10/02/2022,Cumparaturi,"My Account",Profi,,,-29.33,,
10/02/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/02/2022,"Asigurare viata","My Account",Nn,,,"-2,326.99",,
09/02/2022,Utilitati,"My Account",DIGI,,,-9.89,,
06/02/2022,Cumparaturi,"My Account",Profi,,,-26.53,,
05/02/2022,Cumparaturi,"My Account",Kaufland,,,-125.84,,
05/02/2022,Donatii,"My Account",De-clic,,,-100.00,,
04/02/2022,Cumparaturi,"My Account",Profi,,,-73.25,,
01/02/2022,"Cumpărături neesențiale","My Account","BT Capital Partners",,,-49.00,,
01/02/2022,"Cumpărături neesențiale","My Account","Starea Nației",,,-155.00,,
01/02/2022,Cumparaturi,"My Account",Profi,,,-32.09,,
31/01/2022,Cumparaturi,"My Account",Kaufland,,,-79.65,,
31/01/2022,Cumparaturi,"My Account",Profi,,,-8.34,,
29/01/2022,Cumparaturi,"My Account",Kaufland,,,-159.93,,
28/01/2022,"Cumpărături neesențiale","My Account","Crinul Alb",,,-31.00,,
27/01/2022,Utilitati,"My Account","Asociatia Locatari Aluminei 68",,,-457.00,,
27/01/2022,Cumparaturi,"My Account",Profi,,,-13.36,,
24/01/2022,"Cumpărături neesențiale","My Account",IKEA,,,-118.20,,
22/01/2022,Cumparaturi,"My Account",Profi,,,-94.46,,
20/01/2022,Donatii,"My Account",LOGS,,,-300.00,,
19/01/2022,Cumparaturi,"My Account",Kaufland,,,-57.22,,
19/01/2022,Donatii,"My Account",Recorder,,,-124.15,,
17/01/2022,Utilitati,"My Account",DIGI,,,-10.07,,
16/01/2022,Cumparaturi,"My Account",Elina,,,-21.90,,
16/01/2022,Medical,"My Account",Animax,,,-105.00,,
16/01/2022,Cumparaturi,"My Account",Profi,,,-30.13,,
15/01/2022,Cumparaturi,"My Account",Profi,,,-20.84,,
13/01/2022,Cumparaturi,"My Account",Lidl,,,-27.96,,
13/01/2022,Cumparaturi,"My Account",Kaufland,,,-105.12,,
12/01/2022,Cumparaturi,"My Account",Profi,,,-27.67,,
10/01/2022,Donatii,"My Account","Ioana Chichernea",,,"-12,000.00",,
10/01/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
08/01/2022,Cumparaturi,"My Account",Kaufland,,,-148.23,,
08/01/2022,Cumparaturi,"My Account",Lidl,,,-5.00,,
06/01/2022,Cumparaturi,"My Account",Profi,,,-34.75,,
05/01/2022,"Cumpărături neesențiale","My Account",Kaufland,,,-42.06,,
05/01/2022,Donatii,"My Account",De-clic,,,-100.00,,
02/01/2022,Cumparaturi,"My Account",Lidl,,,-30.00,,
02/01/2022,Cumparaturi,"My Account",Kaufland,,,-133.20,,
31/12/2021,"Cumpărături neesențiale","My Account","Transferoviar Calatori",,,-24.50,,
31/12/2021,Taxi,"My Account",Taxify,,,-24.80,,
31/12/2021,"Cumpărături neesențiale","My Account",InfoFarm,,,-127.55,,
31/12/2021,Medical,"My Account",Psihomedica,,,-185.00,,
31/12/2021,"Cumpărături neesențiale","My Account",Lumin,,,-228.48,,
31/12/2021,Taxi,"My Account",Taxify,,,-8.00,,
31/12/2021,Taxi,"My Account",CFR,,,-44.20,,
29/12/2021,Cumparaturi,"My Account",Lidl,,,-25.00,,
28/12/2021,Cumparaturi,"My Account",Carrefour,,,-113.54,,
28/12/2021,"Cumpărături neesențiale","My Account",Deichmann,,,-49.00,,
23/12/2021,Cumparaturi,"My Account",Kaufland,,,-89.66,,
20/12/2021,Donatii,"My Account",LOGS,,,-300.00,,
19/12/2021,"Cumpărături neesențiale","My Account",BitDefender,,,-190.00,,
19/12/2021,Donatii,"My Account",Recorder,,,-125.15,,
19/12/2021,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
18/12/2021,Cumparaturi,"My Account",Kaufland,,,-135.36,,
18/12/2021,Cumparaturi,"My Account",Profi,,,-39.76,,
15/12/2021,Cumparaturi,"My Account",Kaufland,,,-140.11,,
15/12/2021,Cumparaturi,"My Account",Kaufland,,,-10.79,,
14/12/2021,Cumparaturi,"My Account",Profi,,,-23.30,,
13/12/2021,Cumparaturi,"My Account",Edina,,,-55.50,,
12/12/2021,Cumparaturi,"My Account",Kaufland,,,-255.28,,
12/12/2021,Cumparaturi,"My Account",Lidl,,,-29.96,,
12/12/2021,Medical,"My Account",DrMax,,,-39.45,,
12/12/2021,Cumparaturi,"My Account",Profi,,,-45.83,,
10/12/2021,"Cumpărături neesențiale","My Account",Olx,Birou,,-170.00,,
10/12/2021,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/12/2021,Utilitati,"My Account",DIGI,,,-7.66,,
06/12/2021,Taxi,"My Account",Taxify,,,-27.50,,
06/12/2021,"Cumpărături neesențiale","My Account","Farmacia Dona",,,-68.42,,
06/12/2021,"Cumpărături neesențiale","My Account","Elite Barbershop",,,-65.00,,
06/12/2021,"Cumpărături neesențiale","My Account",Steam,,,-310.76,,
05/12/2021,Donatii,"My Account",De-clic,,,-100.00,,
03/12/2021,"Abonament telefon + sala + autobus","My Account","YouTube Music",,,-22.00,,
01/12/2021,"Cumpărături neesențiale","My Account",Kurzgesagt,,,-166.47,,
01/12/2021,Taxi,"My Account",Taxify,,,-9.70,,
29/11/2021,Donatii,"My Account",Recorder,,,-124.62,,
27/11/2021,"Cumpărături neesențiale","My Account","Transferoviar Calatori",,,-24.50,,
27/11/2021,Taxi,"My Account",Taxify,,,-11.20,,
27/11/2021,"Cumpărături neesențiale","My Account",Ratuc,,,-2.50,,
27/11/2021,"Cumpărături neesențiale","My Account",Ratuc,,,-2.50,,
27/11/2021,"Cumpărături neesențiale","My Account",Ratuc,,,-2.50,,
27/11/2021,"Cumpărături neesențiale","My Account","Interregio Calatori",,,-20.00,,
27/11/2021,Taxi,"My Account",Taxify,,,-8.10,,
27/11/2021,"Cumpărături neesențiale","My Account",Ratuc,,,-2.50,,
27/11/2021,"Cumpărături neesențiale","My Account","Rhe'dey Cafe",,,-58.50,,
26/11/2021,"Cumpărături neesențiale","My Account","Curiosity Stream",,,-105.18,,
23/11/2021,Utilitati,"My Account",Mama,Butelie,,-80.00,,
20/11/2021,Taxi,"My Account",Taxify,,,-5.00,,
20/11/2021,Taxi,"My Account",Taxify,,,-7.20,,
20/11/2021,Utilitati,"My Account",Mama,"Întreținere plus electricitate",,-164.00,,
20/11/2021,Medical,"My Account",Catena,,,-51.40,,
19/11/2021,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
16/11/2021,"Cumpărături neesențiale","My Account",Catena,,,-54.26,,
15/11/2021,Taxi,"My Account",CFR,,,-44.20,,
15/11/2021,"Cumpărături neesențiale","My Account","Iulius Food Court",,,-6.00,,
15/11/2021,Medical,"My Account",DermaElite,,,"-2,850.00",,
15/11/2021,"Cumpărături neesențiale","My Account","Nobil Sushi",,,-75.00,,
15/11/2021,Taxi,"My Account",CFR,,,-33.00,,
15/11/2021,Taxi,"My Account",Taxi,,,-12.00,,
15/11/2021,Taxi,"My Account",Taxi,,,-8.00,,
14/11/2021,Cumparaturi,"My Account",Kaufland,,,-162.15,,
14/11/2021,Cumparaturi,"My Account",Lidl,,,-19.98,,
10/11/2021,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
08/11/2021,Utilitati,"My Account",DIGI,,,-5.95,,
07/11/2021,"Cumpărături neesențiale","My Account",Papamigdal,,,-150.00,,
05/11/2021,Donatii,"My Account",De-clic,,,-100.00,,
03/11/2021,"Abonament telefon + sala + autobus","My Account","YouTube Music",,,-22.00,,
30/10/2021,"Cumpărături neesențiale","My Account","Indigo Copy Center",,,-5.00,,
29/10/2021,Donatii,"My Account",Recorder,,,-125.50,,
23/10/2021,Cumparaturi,"My Account",Profi,,,-41.41,,
23/10/2021,Cumparaturi,"My Account","Piata Rogerius",,,-17.50,,
21/10/2021,"Cumpărături neesențiale","My Account",Lumin,,,-232.33,,
20/10/2021,"Cumpărături neesențiale","My Account",EMAG,,,-96.56,,
19/10/2021,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
17/10/2021,Cumparaturi,"My Account",Kaufland,,,-184.55,,
17/10/2021,Cumparaturi,"My Account",Lidl,,,-19.98,,
16/10/2021,"Abonament telefon + sala + autobus","My Account",Netflix,,,-39.70,,
10/10/2021,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
07/10/2021,"Cumpărături neesențiale","My Account","Ștrandul Ioșia ",,,-18.00,,
06/10/2021,Utilitati,"My Account",DIGI,,,-5.72,,
05/10/2021,Taxi,"My Account",Taxify,,,-6.40,,
05/10/2021,"Cumpărături neesențiale","My Account","Transferoviar Calatori",,,-24.50,,
05/10/2021,Taxi,"My Account",Taxify,,,-17.90,,
05/10/2021,Donatii,"My Account",De-clic,,,-100.00,,
04/10/2021,Medical,"My Account",DermaElite,,,-350.00,,
04/10/2021,"Cumpărături neesențiale","My Account",Ratuc,,,-20.00,,
04/10/2021,Medical,"My Account",Oculens,,,-130.00,,
04/10/2021,Taxi,"My Account",Taxify,,,-18.70,,
03/10/2021,"Cumpărături neesențiale","My Account","Nobil Sushi",,,-75.00,,
03/10/2021,Cumparaturi,"My Account","Carrefour Vivo",,,-32.00,,
03/10/2021,"Cumpărături neesențiale","My Account",Decathlon,Ghete,,-450.00,,
03/10/2021,"Cumpărături neesențiale","My Account","Farmacie Zorilor",Măști,,-6.00,,
03/10/2021,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-37.69,,
03/10/2021,"Abonament telefon + sala + autobus","My Account","YouTube Music",,,-22.00,,
03/10/2021,Taxi,"My Account",CFR,,,-44.20,,
03/10/2021,Taxi,"My Account","Fulger Taxi",,,-9.00,,
03/10/2021,"Abonament telefon + sala + autobus","My Account","Munții Noștri","Ab 6 luni",,-35.00,,
30/09/2021,Taxi,"My Account",Taxify,,,-10.90,,
28/09/2021,Studiu,"My Account","Auto Zach",,,-400.00,,
26/09/2021,Cumparaturi,"My Account",Lidl,,,-22.97,,
26/09/2021,Cumparaturi,"My Account",Kaufland,,,-209.75,,
26/09/2021,Cumparaturi,"My Account",Kaufland,"Hrană pisici umedă/uscată",,-102.72,,
24/09/2021,Cumparaturi,"My Account",Profi,,,-6.98,,
22/09/2021,Medical,"My Account",Artimed,,,-40.00,,
21/09/2021,"Cumpărături neesențiale","My Account",EMAG,"Raft cu polițe",,-159.98,,
21/09/2021,"Cumpărături neesențiale","My Account",Adrian,"Lenjerie pat",,-113.00,,
20/09/2021,"Cumpărături neesențiale","My Account",Steam,,,-44.66,,
19/09/2021,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
19/09/2021,Donatii,"My Account",Recorder,,,-141.42,,
19/09/2021,"Cumpărături mama","My Account",Profi,,,-6.00,,
18/09/2021,Cumparaturi,"My Account","Piata Rogerius",,,-41.60,,
16/09/2021,"Cumpărături neesențiale","My Account",Netflix,,,-39.82,,
14/09/2021,Taxi,"My Account",Taxify,,,-7.10,,
14/09/2021,Taxi,"My Account",Taxify,,,-6.20,,
14/09/2021,"Cumpărături neesențiale","My Account","Elite Barbershop",,,-65.00,,
13/09/2021,Utilitati,"My Account",Mama,,,-193.00,,
10/09/2021,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/09/2021,Taxi,"My Account",Taxify,,,-13.90,,
09/09/2021,Taxi,"My Account","Fulger Taxi",,,-20.00,,
09/09/2021,"Cumpărături neesențiale","My Account","Claudia Monory",,,-50.00,,
07/09/2021,Utilitati,"My Account",DIGI,,,-8.91,,
06/09/2021,"Cumpărături mama","My Account","Reglare Conturi",,,-20.00,,
05/09/2021,Donatii,"My Account",De-clic,,,-100.00,,
03/09/2021,Taxi,"My Account",Taxify,,,-7.50,,
03/09/2021,"Cumpărături neesențiale","My Account","YouTube Music",,,-22.00,,
02/09/2021,Cumparaturi,"My Account",Amintis,,,-8.00,,
01/09/2021,Cumparaturi,"My Account",Profi,,,-11.48,,
30/08/2021,"Cumpărături neesențiale","My Account","Starea Nației",,,-135.00,,
29/08/2021,Cumparaturi,"My Account",Kaufland,,,-153.54,,
29/08/2021,Cumparaturi,"My Account","Mega Image",,,-63.85,,
29/08/2021,Cumparaturi,"My Account",Lidl,,,-35.63,,
28/08/2021,"Cumpărături mama","My Account",Profi,"Bere x 6 + patiserie",,25.00,,
27/08/2021,Taxi,"My Account",Taxify,,,-6.90,,
27/08/2021,Medical,"My Account",Artimed,,,-100.00,,
25/08/2021,"Cumpărături mama","My Account","Reglare Conturi",,,-50.00,,
24/08/2021,Cumparaturi,"My Account",Profi,,,-20.99,,
24/08/2021,Medical,"My Account","Sarca Eugenia","Adeverință școală de șoferi",,-20.00,,
22/08/2021,"Cumpărături mama","My Account",Profi,"Talc + banane",,13.00,,
22/08/2021,"Cumpărături mama","My Account","Piata Rogerius",,,10.00,,
22/08/2021,"Cumpărături neesențiale","My Account",Lumin,,,-232.33,,
20/08/2021,Donatii,"My Account",LOGS,,,-300.00,,
19/08/2021,Donatii,"My Account",Recorder,,,-123.74,,
19/08/2021,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
18/08/2021,"Cumpărături mama","My Account",Profi,,,10.00,,
17/08/2021,"Cumpărături mama","My Account","Reglare Conturi",,,-20.00,,
16/08/2021,Utilitati,"My Account",Mama,"Întreținere + electricitate",,-200.00,,
16/08/2021,"Cumpărături neesențiale","My Account",Netflix,,,-39.59,,
15/08/2021,"Cumpărături neesențiale","My Account",Vasile,"Cabana Brădet - plăcinte",,5.00,,
15/08/2021,"Cumpărături neesențiale","My Account","Cabana Brădet",Plăcinte,,-15.00,,
15/08/2021,"Cumpărături neesențiale","My Account",Autocar,Beiuș-Oradea,,-15.00,,
14/08/2021,Taxi,"My Account","Fulger Taxi",,,-10.00,,
14/08/2021,"Cumpărături neesențiale","My Account",Rompetrol,,,-12.50,,
13/08/2021,Cumparaturi,"My Account",Lidl,,,-19.98,,
13/08/2021,Cumparaturi,"My Account",Kaufland,,,-102.54,,
13/08/2021,"Cumpărături mama","My Account",Profi,Bere,,10.50,,
10/08/2021,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/08/2021,Cumparaturi,"My Account",Profi,,,-11.80,,
08/08/2021,"Cumpărături neesențiale","My Account",EMAG,"Lampă citit",,-27.98,,
07/08/2021,Utilitati,"My Account",DIGI,,,-10.78,,
07/08/2021,"Cumpărături neesențiale","My Account","Flower Time","Pământ palmieri",,-20.00,,
07/08/2021,"Cumpărături mama","My Account",Profi,Bere,,14.00,,
05/08/2021,Donatii,"My Account",De-clic,"Donație recurentă",,-100.00,,
04/08/2021,"Cumpărături neesențiale","My Account",Șuncuiuș,"Cazare camping. Virament bancar Daniela.",,-100.00,,
04/08/2021,Donatii,"My Account",De-clic,,,-100.00,,
04/08/2021,"Cumpărături neesențiale","My Account","Magazin Condimente",,,-85.00,,
02/08/2021,"Cumpărături neesențiale","My Account",Tinder,,,-194.99,,
31/07/2021,Cumparaturi,"My Account","Farmacia Vitalogy",B12,,-23.90,,
31/07/2021,Cumparaturi,"My Account",Profi,,,-30.73,,
31/07/2021,Cumparaturi,"My Account","Piata Rogerius",,,-29.30,,
31/07/2021,Cumparaturi,"My Account",Kaufland,,,-35.85,,
31/07/2021,Cumparaturi,"My Account",Lidl,,,-29.97,,
26/07/2021,Cumparaturi,"My Account",Profi,,,-6.76,,
24/07/2021,Cumparaturi,"My Account","Mon Jardin",,,-12.00,,
24/07/2021,Cumparaturi,"My Account",Profi,,,-17.59,,
22/07/2021,"Cumpărături neesențiale","My Account","Starea Nației",,,-135.00,,
21/07/2021,Donatii,"My Account",De-clic,,,-100.00,,
16/07/2021,Cumparaturi,"My Account",Kaufland,,,-174.94,,
16/07/2021,Cumparaturi,"My Account",Lidl,,,-19.98,,
15/07/2021,"Cumpărături neesențiale","My Account","Sere Flori Mihăiești","Viță de vie sălbatică + ghiveci",,-96.00,,
14/07/2021,Utilitati,"My Account",Mama,"Întreținere și electricitate",,-140.00,,
14/07/2021,Donatii,"My Account",De-clic,,,-100.00,,
14/07/2021,"Cumpărături mama","My Account",Profi,,,10.72,,
11/07/2021,"Cumpărături mama","My Account","Reglare Conturi",,,-50.00,,
11/07/2021,"Cumpărături mama","My Account",Profi,,,7.00,,
11/07/2021,"Cumpărături mama","My Account",Profi,,,15.00,,
11/07/2021,"Cumpărături neesențiale","My Account",Tinder,,,-36.17,,
10/07/2021,"Cumpărături neesențiale","My Account",Steam,"Doom eternal - ancient gods 2",,-99.11,,
10/07/2021,"Cumpărături mama","My Account",Profi,,,8.20,,
10/07/2021,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/07/2021,"Cumpărături neesențiale","My Account",Papamigdal,,,-150.00,,
09/07/2021,"Cumpărături mama","My Account",Profi,,,15.00,,
08/07/2021,Utilitati,"My Account",DIGI,,,-10.96,,
08/07/2021,"Cumpărături neesențiale","My Account",Wild,,,-98.44,,
06/07/2021,Medical,"My Account",ANAF,"2/3 CASS",,"-1,840.00",,
06/07/2021,Medical,"My Account",Catena,"Detrical 2000",,-27.00,,
05/07/2021,Utilitati,"My Account",Mama,Întreținere,,-220.00,,
05/07/2021,Medical,"My Account",ANAF,"1/3 cass",,-920.00,,
03/07/2021,Cumparaturi,"My Account",Kaufland,,,-141.09,,
03/07/2021,Cumparaturi,"My Account","Mega Image",,,-49.25,,
02/07/2021,Cumparaturi,"My Account",Profi,,,-35.09,,
02/07/2021,Cumparaturi,"My Account",Profi,,,-8.07,,
02/07/2021,"Cumpărături neesențiale","My Account",Tinder,,,-70.00,,
01/07/2021,"Cumpărături neesențiale","My Account",EMAG,,,-106.16,,
01/07/2021,Cumparaturi,"My Account",Profi,,,-32.90,,
30/06/2021,"Cumpărături neesențiale","My Account",Steam,"Doom eternal - ancient gods 1",,-74.18,,
29/06/2021,Cumparaturi,"My Account",Profi,,,-55.52,,
27/06/2021,Cumparaturi,"My Account",Profi,,,-49.04,,
26/06/2021,Cumparaturi,"My Account",Profi,,,-22.31,,
26/06/2021,Cumparaturi,"My Account",Profi,,,-27.81,,
26/06/2021,"Cumpărături neesențiale","My Account",Metalochimice,,,-62.00,,
25/06/2021,Cumparaturi,"My Account",Profi,,,-66.24,,
25/06/2021,Taxi,"My Account","Fulger Taxi",,,-15.00,,
25/06/2021,Taxi,"My Account","Fulger Taxi",,,-16.00,,
22/06/2021,Cumparaturi,"My Account",Lidl,,,-20.96,,
22/06/2021,Cumparaturi,"My Account",Kaufland,,,-25.07,,
21/06/2021,Cumparaturi,"My Account",Profi,,,-41.68,,
21/06/2021,Cumparaturi,"My Account",Zooplus,,,-314.25,,
19/06/2021,"Cumpărături neesențiale","My Account",Metalochimice,,,-61.50,,
18/06/2021,"Cumpărături neesențiale","My Account","Starea Nației",,,-135.00,,
18/06/2021,Cumparaturi,"My Account",Profi,,,-26.05,,
18/06/2021,Taxi,"My Account",Taxify,,,-9.80,,
16/06/2021,Taxi,"My Account","Taxi Rapid",,,-20.00,,
16/06/2021,Taxi,"My Account",CFR,,,-45.00,,
16/06/2021,"Cumpărături neesențiale","My Account","Engels Mănăștur",,,-15.00,,
16/06/2021,"Cumpărături neesențiale","My Account",Dana,,,2.00,,
