Date,Envelope,Account,Name,Notes,"Check #",Amount,Status,Details
30/10/2019,Cumparaturi,"My Account","Runners Club",,,-125.00,,
30/10/2019,Taxi,"My Account",Taxify,,,-14.30,,
30/10/2019,Cumparaturi,"My Account","Beer's Point",,,-20.00,,
29/10/2019,Cumparaturi,"My Account",Kaufland,,,-90.15,,
29/10/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
29/10/2019,Donatii,"My Account",Wikipedia,,,-13.43,,
29/10/2019,Cumparaturi,"My Account","Beer's Point",,,-24.00,,
27/10/2019,Cumparaturi,"My Account",Profi,,,-13.49,,
26/10/2019,Taxi,"My Account",Taxify,,,-12.90,,
26/10/2019,Cumparaturi,"My Account",TFC,,,-23.30,,
25/10/2019,Cumparaturi,"My Account","Nobil Sushi",,,-59.00,,
25/10/2019,Cumparaturi,"My Account","Beer's Point",,,-30.00,,
25/10/2019,Taxi,"My Account",Taxify,,,-17.80,,
24/10/2019,Taxi,"My Account",Taxify,,,-14.30,,
24/10/2019,Cumparaturi,"My Account",Lidl,,,-30.46,,
23/10/2019,Taxi,"My Account",Taxify,,,-22.80,,
22/10/2019,Cumparaturi,"My Account",EMAG,,,-40.00,,
22/10/2019,Taxi,"My Account",Taxify,,,-14.50,,
22/10/2019,"Abonament telefon + sala + autobus","My Account","The Box",,,-250.00,,
21/10/2019,Cumparaturi,"My Account","Noodle Pack",,,-17.00,,
21/10/2019,Cumparaturi,"My Account",Lidl,,,-4.00,,
21/10/2019,Cumparaturi,"My Account","Beer's Point",,,-28.00,,
21/10/2019,Utilitati,"My Account","Asociatia Locatari Calea Turzii 115A",,,-81.20,,
21/10/2019,Utilitati,"My Account","Asociatia Locatari Calea Turzii 115A",,,-63.90,,
18/10/2019,Cumparaturi,"My Account","Noodle Pack",,,-17.00,,
18/10/2019,Cumparaturi,"My Account","Beer's Point",,,-30.00,,
17/10/2019,Taxi,"My Account",Taxify,,,-20.00,,
16/10/2019,Donatii,"My Account","SOS Satele Copiilor",,,-50.00,,
16/10/2019,Donatii,"My Account",De-clic,,,-50.00,,
16/10/2019,Donatii,"My Account",De-clic,,,-50.00,,
16/10/2019,Cumparaturi,"My Account",Lidl,,,-5.37,,
16/10/2019,Cumparaturi,"My Account",Profi,,,-35.57,,
16/10/2019,Cumparaturi,"My Account","Beer's Point",,,-24.00,,
16/10/2019,Cumparaturi,"My Account","Pizza Hut",,,-37.00,,
15/10/2019,Cumparaturi,"My Account","Noodle Pack",,,-14.00,,
14/10/2019,Cumparaturi,"My Account",Kaufland,,,-24.26,,
12/10/2019,Taxi,"My Account",Taxify,,,-9.60,,
12/10/2019,Taxi,"My Account",Taxify,,,-14.50,,
12/10/2019,Utilitati,"My Account",Electrica,,,-42.13,,
10/10/2019,Utilitati,"My Account",Rds,,,-28.00,,
10/10/2019,Donatii,"My Account","Evolutie In Institutie",,,-49.65,,
10/10/2019,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/10/2019,Taxi,"My Account",Taxify,,,-13.80,,
09/10/2019,Donatii,"My Account","Funky Citizens",,,-49.72,,
08/10/2019,Cumparaturi,"My Account","Beer's Point",,,-24.00,,
08/10/2019,"Abonament telefon + sala + autobus","My Account",Orange,,,-90.46,,
08/10/2019,Donatii,"My Account",Recorder,,,-49.62,,
08/10/2019,Donatii,"My Account","Starea Nației",,,-50.00,,
08/10/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
08/10/2019,Donatii,"My Account","Sa Fie Lumina",,,-49.62,,
05/10/2019,Cumparaturi,"My Account","Beer's Point",,,-24.00,,
05/10/2019,Cumparaturi,"My Account","Hiking Cluj",,,-10.00,,
04/10/2019,Cumparaturi,"My Account","Noodle Pack",,,-19.00,,
03/10/2019,Cumparaturi,"My Account",FistiQ,,,-85.00,,
03/10/2019,Cumparaturi,"My Account","Beer's Point",,,-24.00,,
03/10/2019,Cumparaturi,"My Account",FistiQ,,,-50.10,,
03/10/2019,Cumparaturi,"My Account",Profi,,,-18.99,,
03/10/2019,Cumparaturi,"My Account","Dashi Iulius",,,-24.70,,
03/10/2019,"Abonament telefon + sala + autobus","My Account","Google Play Music",,,-22.00,,
03/10/2019,Donatii,"My Account",Wikipedia,,,-13.61,,
02/10/2019,Cumparaturi,"My Account","Salad Box",,,-19.50,,
01/10/2019,Cumparaturi,"My Account",Elmafarm,,,-37.83,,
01/10/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
30/09/2019,Cumparaturi,"My Account","Beer's Point",,,-24.00,,
30/09/2019,Cumparaturi,"My Account",Lidl,,,-11.26,,
30/09/2019,Taxi,"My Account",Taxify,,,-12.60,,
30/09/2019,Cumparaturi,"My Account","Pizza Hut",,,-39.00,,
29/09/2019,Taxi,"My Account",Pritax,,,-42.00,,
20/09/2019,Taxi,"My Account","Taxi Nova",,,-20.00,,
20/09/2019,Taxi,"My Account",Taxify,,,-12.80,,
16/09/2019,Utilitati,"My Account",Electrica,,,-41.12,,
16/09/2019,Donatii,"My Account",De-clic,,,-50.00,,
16/09/2019,Taxi,"My Account",Taxify,,,-11.00,,
15/09/2019,Cumparaturi,"My Account","Urbanica Group",,,-198.40,,
15/09/2019,Donatii,"My Account","Evolutie In Institutie",,,-49.60,,
14/09/2019,Donatii,"My Account","Funky Citizens",,,-49.60,,
14/09/2019,Taxi,"My Account",CFR,,,-44.20,,
13/09/2019,Taxi,"My Account",Taxify,,,-15.20,,
13/09/2019,Donatii,"My Account","Sa Fie Lumina",,,-50.03,,
13/09/2019,Donatii,"My Account",Recorder,,,-50.03,,
13/09/2019,Donatii,"My Account","Bursa De Fericire",,,-50.00,,
13/09/2019,Donatii,"My Account","Asociația Hospital Pro Aleșd","Karolina Tusinovski",,-100.00,,
12/09/2019,Cumparaturi,"My Account","Beer's Point",,,-24.00,,
11/09/2019,Cumparaturi,"My Account","Piața Mărăști",,,-31.00,,
10/09/2019,Cumparaturi,"My Account",Lidl,,,-12.98,,
10/09/2019,Donatii,"My Account","Starea Nației",,,-50.00,,
10/09/2019,Donatii,"My Account",Demos,,,-100.00,,
10/09/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
10/09/2019,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/09/2019,"Abonament telefon + sala + autobus","My Account",Orange,,,-99.07,,
09/09/2019,Utilitati,"My Account",Rds,,,-28.00,,
09/09/2019,Cumparaturi,"My Account",EMAG,,,-181.00,,
06/09/2019,Cumparaturi,"My Account","Beer's Point",,,-24.00,,
06/09/2019,Taxi,"My Account",Taxify,,,-12.70,,
04/09/2019,Taxi,"My Account",Taxify,,,-18.70,,
04/09/2019,Cumparaturi,"My Account","Profit Point",,,-200.00,,
03/09/2019,"Abonament telefon + sala + autobus","My Account","Google Play Music",,,-22.00,,
03/09/2019,Taxi,"My Account",Taxify,,,-13.30,,
02/09/2019,Taxi,"My Account",Taxify,,,-14.30,,
02/09/2019,Cumparaturi,"My Account",EMAG,,,-127.00,,
01/09/2019,Cumparaturi,"My Account",Kaufland,,,-138.95,,
30/08/2019,Taxi,"My Account",Taxify,,,-9.60,,
29/08/2019,Taxi,"My Account",Taxify,,,-12.20,,
29/08/2019,Donatii,"My Account",Wikipedia,,,-13.35,,
28/08/2019,Utilitati,"My Account",Rds,,,-28.00,,
28/08/2019,Taxi,"My Account",Taxify,,,-12.00,,
27/08/2019,Utilitati,"My Account","Asociatia Locatari Calea Turzii 115A",,,-74.02,,
27/08/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
23/08/2019,Cumparaturi,"My Account","Transferoviar Calatori",,,-24.00,,
23/08/2019,Taxi,"My Account","Fulger Taxi",,,-8.00,,
23/08/2019,Taxi,"My Account",Taxify,,,-12.70,,
23/08/2019,Taxi,"My Account",Taxify,,,-10.90,,
16/08/2019,Donatii,"My Account",De-clic,,,-50.00,,
14/08/2019,Cumparaturi,"My Account","Regina Maria",Twinrix,,-280.00,,
14/08/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
11/08/2019,Taxi,"My Account",Taxify,,,-13.30,,
10/08/2019,"Cheltuieli neprevazute + mici placeri","My Account","Stefan Chiforiuc","Cazare Praga",,-375.00,,
10/08/2019,Donatii,"My Account","Evolutie In Institutie",,,-49.40,,
10/08/2019,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/08/2019,Cumparaturi,"My Account",Lidl,,,-55.58,,
09/08/2019,"Abonament telefon + sala + autobus","My Account",Orange,,,-52.69,,
09/08/2019,Donatii,"My Account","Funky Citizens",,,-49.50,,
08/08/2019,Donatii,"My Account","Sa Fie Lumina",,,-49.55,,
08/08/2019,Donatii,"My Account",Recorder,,,-49.55,,
07/08/2019,Cumparaturi,"My Account","Beer's Point",,,-38.50,,
07/08/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-23.00,,
07/08/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-61.19,,
07/08/2019,Taxi,"My Account",Taxify,,,-13.00,,
06/08/2019,Taxi,"My Account",Taxify,,,-9.70,,
06/08/2019,Taxi,"My Account","Taxi City",,,-9.00,,
03/08/2019,Taxi,"My Account",CFR,,,-44.20,,
03/08/2019,Taxi,"My Account",Taxify,,,-11.00,,
03/08/2019,"Abonament telefon + sala + autobus","My Account","Google Play Music",,,-22.00,,
02/08/2019,Cumparaturi,"My Account","Beer's Point",,,-37.00,,
02/08/2019,Utilitati,"My Account",Electrica,,,-40.13,,
02/08/2019,Cumparaturi,"My Account",Kaufland,,,-256.59,,
31/07/2019,Cumparaturi,"My Account","Beer's Point","Morning glory 1.5l",,-45.00,,
30/07/2019,Cumparaturi,"My Account","Lună Plină",,,-120.00,,
29/07/2019,Donatii,"My Account",Wikipedia,,,-13.29,,
26/07/2019,"Masa in oras","My Account",Remus,,,5.00,,
26/07/2019,Taxi,"My Account",Taxify,,,-8.00,,
25/07/2019,Taxi,"My Account",Taxify,,,-9.50,,
24/07/2019,"Asigurare viata","My Account",Nn,,,"-1,117.33",,
22/07/2019,Taxi,"My Account",Taxify,,,-14.30,,
21/07/2019,Cumparaturi,"My Account","Electric Castle",,,-26.00,,
21/07/2019,Taxi,"My Account",CFR,,,-10.00,,
21/07/2019,Taxi,"My Account",Taxify,,,-10.60,,
20/07/2019,Cumparaturi,"My Account","Electric Castle",,,-100.00,,
20/07/2019,Cumparaturi,"My Account","Electric Castle",,,-24.00,,
20/07/2019,Cumparaturi,"My Account","Electric Castle",,,-34.00,,
19/07/2019,Cumparaturi,"My Account","Electric Castle",,,-120.00,,
19/07/2019,Taxi,"My Account",Taxify,,,-8.80,,
19/07/2019,Cumparaturi,"My Account","Electric Castle",,,-65.00,,
18/07/2019,Cumparaturi,"My Account","Electric Castle","Priority boarding bus",,-36.00,,
18/07/2019,Utilitati,"My Account","Asociatia Locatari Calea Turzii 115A",,,-82.50,,
18/07/2019,Taxi,"My Account",Taxify,,,-11.20,,
18/07/2019,Cumparaturi,"My Account","Electric Castle",,,-36.00,,
18/07/2019,Taxi,"My Account","Taxi Diesel",,,-15.00,,
17/07/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
16/07/2019,Donatii,"My Account",De-clic,,,-50.00,,
10/07/2019,Taxi,"My Account",CFR,,,-44.20,,
10/07/2019,Taxi,"My Account","Fulger Taxi",,,-8.00,,
10/07/2019,Donatii,"My Account","Evolutie In Institutie",,,-49.35,,
10/07/2019,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/07/2019,Donatii,"My Account","Funky Citizens",,,-49.31,,
08/07/2019,Donatii,"My Account","Sa Fie Lumina",,,-49.56,,
08/07/2019,Donatii,"My Account",Recorder,,,-49.56,,
08/07/2019,Taxi,"My Account","Taxi Fulger",,,-26.00,,
07/07/2019,Taxi,"My Account","Fulger Taxi",,,-12.00,,
07/07/2019,Taxi,"My Account",Taxify,,,-20.40,,
06/07/2019,Utilitati,"My Account",Rds,,,-28.00,,
06/07/2019,Utilitati,"My Account",Electrica,,,-37.32,,
04/07/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-20.00,,
04/07/2019,Cumparaturi,"My Account",Stradale,,,-28.00,,
03/07/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-100.00,,
03/07/2019,"Abonament telefon + sala + autobus","My Account","Google Play Music",,,-22.00,,
02/07/2019,Cumparaturi,"My Account","Mega Image",,,-22.39,,
01/07/2019,Cumparaturi,"My Account","Mega Image",,,-47.19,,
01/07/2019,Cumparaturi,"My Account",Investestelabursa,,,-690.00,,
29/06/2019,Cumparaturi,"My Account",Lidl,,,-14.97,,
29/06/2019,"Masa in oras","My Account",Tokyo,,,-65.55,,
29/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-2.00,,
29/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-15.40,,
29/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-7.00,,
29/06/2019,Cumparaturi,"My Account",Cora,,,-263.95,,
29/06/2019,Donatii,"My Account",Wikipedia,,,-13.02,,
28/06/2019,Utilitati,"My Account",Rds,,,-28.00,,
27/06/2019,Cumparaturi,"My Account","Casa Vikingilor",,,-67.00,,
27/06/2019,Cumparaturi,"My Account",Panemar,,,-4.00,,
27/06/2019,Cumparaturi,"My Account",Lidl,,,-32.00,,
26/06/2019,"Masa in oras","My Account",Pablito,,,-39.00,,
26/06/2019,Cumparaturi,"My Account",Napofarm,,,-37.83,,
26/06/2019,Cumparaturi,"My Account","Google Play",,,-77.62,,
25/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-13.50,,
25/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-20.00,,
25/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-2.50,,
25/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-18.00,,
25/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-19.50,,
25/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-18.50,,
24/06/2019,Cumparaturi,"My Account","Fresh Box",,,-17.00,,
24/06/2019,Cumparaturi,"My Account",Ratuc,,,-30.00,,
24/06/2019,"Abonament telefon + sala + autobus","My Account",Ratuc,,,-95.00,,
24/06/2019,Cumparaturi,"My Account",Narcisa,,,-6.50,,
23/06/2019,Taxi,"My Account",CFR,,,-44.20,,
22/06/2019,Taxi,"My Account",CFR,,,-44.20,,
21/06/2019,Utilitati,"My Account",Rusanescu,,,50.00,,
21/06/2019,Cumparaturi,"My Account","Banca Transilvania","Virament bani titluri stat",,-5.00,,
21/06/2019,Cumparaturi,"My Account",Panemar,,,-9.00,,
20/06/2019,Cumparaturi,"My Account",Lidl,,,-52.46,,
20/06/2019,Cumparaturi,"My Account","Casa Țărăncuței",,,-10.00,,
19/06/2019,"Masa in oras","My Account",Seba,,,-40.00,,
19/06/2019,Utilitati,"My Account","Asociatia Locatari Calea Turzii 115A",,,-124.74,,
19/06/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
17/06/2019,Cumparaturi,"My Account",Lidl,,,-97.72,,
16/06/2019,Donatii,"My Account",De-clic,,,-50.00,,
15/06/2019,Cumparaturi,"My Account","Nobil Sushi",,,-186.00,,
15/06/2019,"Abonament telefon + sala + autobus","My Account",Orange,,,-103.77,,
13/06/2019,Cumparaturi,"My Account",Narcisa,,,-6.50,,
13/06/2019,Cumparaturi,"My Account",EMAG,,,-83.14,,
13/06/2019,Cumparaturi,"My Account","Casa Țărăncuței",,,-10.00,,
13/06/2019,Taxi,"My Account",Taxify,,,-9.60,,
12/06/2019,Taxi,"My Account",Taxify,,,-11.10,,
10/06/2019,Donatii,"My Account","Evolutie In Institutie",,,-49.61,,
10/06/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-13.50,,
10/06/2019,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/06/2019,Donatii,"My Account","Funky Citizens",,,-49.61,,
08/06/2019,Donatii,"My Account",Recorder,,,-49.61,,
08/06/2019,Donatii,"My Account","Sa Fie Lumina",,,-49.61,,
07/06/2019,Taxi,"My Account",Taxify,,,-13.20,,
07/06/2019,Taxi,"My Account",Taxify,,,-42.60,,
06/06/2019,Cumparaturi,"My Account",Pablito,,,-22.00,,
06/06/2019,Taxi,"My Account",Taxify,,,-9.60,,
05/06/2019,Cumparaturi,"My Account",FistiQ,,,-55.00,,
05/06/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
05/06/2019,Taxi,"My Account",Taxify,,,-15.90,,
04/06/2019,Taxi,"My Account",Taxify,,,-13.50,,
03/06/2019,Cumparaturi,"My Account",Narcisa,,,-6.50,,
03/06/2019,Taxi,"My Account",CFR,,,-32.15,,
03/06/2019,Taxi,"My Account",Taxify,,,-9.00,,
03/06/2019,Cumparaturi,"My Account",Panemar,,,-6.00,,
03/06/2019,"Abonament telefon + sala + autobus","My Account","Google Play Music",,,-22.00,,
02/06/2019,Cumparaturi,"My Account","Flower Time",,,-51.27,,
02/06/2019,Cumparaturi,"My Account",Decathlon,,,-43.80,,
02/06/2019,Cumparaturi,"My Account","Carrefour Vivo",,,-195.91,,
31/05/2019,Cumparaturi,"My Account",Profi,,,-3.10,,
31/05/2019,Cumparaturi,"My Account",SDL,,,-11.50,,
31/05/2019,Taxi,"My Account",Taxify,,,-13.70,,
30/05/2019,Cumparaturi,"My Account",Infinity,,,-6.50,,
30/05/2019,"Masa in oras","My Account",Livada,,,-120.00,,
30/05/2019,Cumparaturi,"My Account","Casa Țărăncuței",Plăcinte,,-9.00,,
30/05/2019,Taxi,"My Account",Taxify,,,-11.90,,
29/05/2019,Taxi,"My Account",CFR,,,-32.15,,
29/05/2019,Taxi,"My Account","Taxi Napoca",,,-16.00,,
29/05/2019,Donatii,"My Account",Wikipedia,,,-13.33,,
28/05/2019,Taxi,"My Account",CFR,,,-32.15,,
28/05/2019,Cumparaturi,"My Account","Mesele Vesele",,,-50.00,,
28/05/2019,Cumparaturi,"My Account","La Casa",,,-7.00,,
27/05/2019,Cumparaturi,"My Account",Ratuc,,,-30.00,,
27/05/2019,Cumparaturi,"My Account",EMAG,"Role curățător scame",,-212.00,,
26/05/2019,Taxi,"My Account",CFR,,,-44.20,,
25/05/2019,Taxi,"My Account",Taxify,,,-13.40,,
25/05/2019,Taxi,"My Account",CFR,,,-44.20,,
24/05/2019,Cumparaturi,"My Account","Dashi Iulius",,,-40.82,,
24/05/2019,Cumparaturi,"My Account",Carturesti,,,-219.00,,
24/05/2019,Cumparaturi,"My Account",Carrefour,,,-10.80,,
24/05/2019,"Abonament telefon + sala + autobus","My Account",Ratuc,,,-95.00,,
24/05/2019,Taxi,"My Account",SDL,,,-8.60,,
24/05/2019,Cumparaturi,"My Account",Stradale,,,-32.00,,
23/05/2019,Utilitati,"My Account","Asociatia Locatari Calea Turzii 115A",,,-73.80,,
23/05/2019,Cumparaturi,"My Account","Mega Image",,,-124.29,,
23/05/2019,Cumparaturi,"My Account",Stradale,,,-45.00,,
23/05/2019,Taxi,"My Account",Taxify,,,-8.60,,
22/05/2019,Taxi,"My Account",Taxify,,,-10.30,,
21/05/2019,Cumparaturi,"My Account","Piata Zorilor",,,-36.30,,
21/05/2019,Utilitati,"My Account","Asociatia Locatari Calea Turzii 115A",,,-55.81,,
18/05/2019,"Masa in oras","My Account",Marty,,,-70.00,,
17/05/2019,Cumparaturi,"My Account","Pizza Hut",,,-41.00,,
16/05/2019,Donatii,"My Account",De-clic,,,-50.00,,
16/05/2019,Cumparaturi,"My Account","Beer's Point",,,-45.00,,
14/05/2019,Cumparaturi,"My Account","Fashion Days",,,-410.00,,
14/05/2019,Taxi,"My Account",Taxify,,,-9.60,,
11/05/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-7.00,,
11/05/2019,Donatii,"My Account",USR,,,-100.00,,
11/05/2019,Donatii,"My Account",PLUS,,,-100.00,,
11/05/2019,Donatii,"My Account",Demos,,,-100.00,,
10/05/2019,Donatii,"My Account","Evolutie In Institutie",,,-49.94,,
10/05/2019,Cumparaturi,"My Account","Nobil Sushi",,,-59.00,,
09/05/2019,Cumparaturi,"My Account","Beer's Point",,,-45.00,,
09/05/2019,Cumparaturi,"My Account",Napofarm,"Pastile Omega-3",,-51.00,,
09/05/2019,Cumparaturi,"My Account",SDL,,,-3.00,,
09/05/2019,Cumparaturi,"My Account",Remus,,,1.00,,
09/05/2019,Utilitati,"My Account",Rds,,,-28.00,,
09/05/2019,Donatii,"My Account","Funky Citizens",,,-49.70,,
09/05/2019,Taxi,"My Account",Taxify,,,-9.00,,
09/05/2019,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
08/05/2019,Cumparaturi,"My Account",Moldovan,,,-15.00,,
08/05/2019,"Abonament telefon + sala + autobus","My Account",Orange,,,-109.56,,
08/05/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
08/05/2019,"Abonament telefon + sala + autobus","My Account",SDL,,,160.00,,
08/05/2019,Cumparaturi,"My Account",McDonald's,Înghețată,,1.00,,
08/05/2019,Cumparaturi,"My Account","Adrian Nagy",,,1.00,,
08/05/2019,Donatii,"My Account",Recorder,,,-49.80,,
08/05/2019,Donatii,"My Account","Sa Fie Lumina",,,-49.80,,
07/05/2019,"Masa in oras","My Account","Mesele Vesele",,,-20.00,,
07/05/2019,Taxi,"My Account",Taxify,,,-5.20,,
06/05/2019,Cumparaturi,"My Account",Carturesti,,,-129.00,,
06/05/2019,Taxi,"My Account",Taxify,,,-5.90,,
06/05/2019,Cumparaturi,"My Account",Panemar,,,-4.50,,
04/05/2019,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-73.52,,
04/05/2019,Cumparaturi,"My Account",Oncos,,,-44.30,,
04/05/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-24.00,,
04/05/2019,Cumparaturi,"My Account","Nobil Sushi",,,-59.00,,
03/05/2019,Cumparaturi,"My Account",Moldovan,,,-48.83,,
03/05/2019,"Abonament telefon + sala + autobus","My Account","Google Play Music",,,-22.00,,
02/05/2019,Cumparaturi,"My Account","Beer's Point",,,-45.00,,
02/05/2019,Cumparaturi,"My Account",SDL,,,-6.00,,
30/04/2019,Taxi,"My Account","Taxi City",,,-9.00,,
30/04/2019,Taxi,"My Account",CFR,,,-44.20,,
29/04/2019,Donatii,"My Account",Wikipedia,,,-13.38,,
27/04/2019,Cumparaturi,"My Account","Interregio Calatori",,,-20.70,,
27/04/2019,Taxi,"My Account",Taxify,,,-23.60,,
27/04/2019,Utilitati,"My Account",EON,,,-161.11,,
26/04/2019,Cumparaturi,"My Account","Nobil Sushi",,,-59.00,,
25/04/2019,Cumparaturi,"My Account","Beer's Point","Morning glory 1.5l",,-45.00,,
25/04/2019,"Masa in oras","My Account",Stradale,,,-46.00,,
25/04/2019,Cumparaturi,"My Account",Kaufland,"Nisip si mâncare pentru pisică",,-19.94,,
25/04/2019,"Abonament telefon + sala + autobus","My Account","Arka Crossfit",,,-730.00,,
25/04/2019,Taxi,"My Account",Taxify,,,-6.50,,
24/04/2019,"Impozit pe venit","My Account","Ghise Vlad Valeriu",,,-100.00,,
23/04/2019,Cumparaturi,"My Account",SDL,,,-6.00,,
22/04/2019,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-39.45,,
22/04/2019,"Abonament telefon + sala + autobus","My Account",Ratuc,,,-95.00,,
22/04/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-31.40,,
22/04/2019,Cumparaturi,"My Account","Poșta Română","Chitanță vamă",,-8.00,,
22/04/2019,Cumparaturi,"My Account",Vamă,,,-59.00,,
21/04/2019,Cumparaturi,"My Account",Lidl,,,-29.98,,
21/04/2019,"Masa in oras","My Account","Lacul Știucii",,,-40.00,,
20/04/2019,"Masa in oras","My Account",Negreni,,,-27.00,,
20/04/2019,"Cheltuieli neprevazute + mici placeri","My Account",Affidea,,,-879.00,,
20/04/2019,Cumparaturi,"My Account",Panemar,,,-18.00,,
20/04/2019,Cumparaturi,"My Account","Vadu Crisului",,,-23.00,,
20/04/2019,Cumparaturi,"My Account","Farmacie Zorilor",,,-47.00,,
19/04/2019,Cumparaturi,"My Account",Remus,,,-5.00,,
19/04/2019,"Cheltuieli neprevazute + mici placeri","My Account",EMAG,"Râșniță cafea",,-203.00,,
19/04/2019,Cumparaturi,"My Account",SDL,,,-3.00,,
19/04/2019,Cumparaturi,"My Account","Beer's Point",,,-27.00,,
18/04/2019,Taxi,"My Account",Taxify,,,-18.20,,
18/04/2019,Cumparaturi,"My Account",SDL,,,-3.00,,
18/04/2019,Cumparaturi,"My Account",Remus,,,5.00,,
18/04/2019,Cumparaturi,"My Account","Salad Box",,,-48.80,,
17/04/2019,Cumparaturi,"My Account","Cafeneaua Natiei",,,-145.00,,
17/04/2019,"Abonament telefon + sala + autobus","My Account","Marius Pentilie",,,-120.00,,
16/04/2019,Donatii,"My Account",De-clic,,,-50.00,,
16/04/2019,Cumparaturi,"My Account",Profi,,,-29.93,,
15/04/2019,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-10.00,,
15/04/2019,Donatii,"My Account",De-clic,"Panou publicitar protest magistrați",,-50.00,,
15/04/2019,Cumparaturi,"My Account","Beer's Point",,,-30.00,,
13/04/2019,Cumparaturi,"My Account","Beer's Point",,,-28.00,,
12/04/2019,Cumparaturi,"My Account",SDL,,,-2.50,,
12/04/2019,"Masa in oras","My Account","Irish Pub",,,-30.00,,
12/04/2019,Taxi,"My Account",Taxify,,,-4.90,,
